Item_Name,class,Brand,Weight,Number of units,Size of units,Price,T.Price,Pack,Unit
Dano Full Cream Milk Powder - 250 gm,Dairy & Eggs,Dano,250gm,1,,,,عبوة,gm
ذا ليف شاى مثلج بالرمان 370مل,"Tea, Coffee & Hot Drinks",ذا ليف,370مل,1,,,,عبوة,مل
تايجر شيبسي بالفلفل الحلو 189-199 جم,Chips & Crackers,تايجر,189-199جم,1,,,,كيس,جم
على كافيه كابتشينو,"Tea, Coffee & Hot Drinks",على كافيه,,1,,,,كيس,
جبنة لافاش شرائح شيدر - 180 جرام,Dairy & Eggs,لافاش,180جم,1,,,,عبوة,جم
Palatare Corned Beef 340g,Beef & Processed Meat,Palatare,340g,1,,,,عبوة,g
Al Rabie Juice 330gm Apple,Soft Drinks & Juices,Al Rabie,330gm,1,,,,عبوة,gm
فانتا برتقال بلاستيك 300مل,Soft Drinks & Juices,فانتا,300مل,1,,,,زجاجة,مل
Puvana mineral water ,Water,Puvana,,1,,,,زجاجة,
ترمس من السوهاجي - 500جم,"Rice, Pasta & Pulses",السوهاجي,500جم,1,,,,كيس,جم
ويفر سائل لجميع الاغراض,Cleaning Supplies,ويفر,,1,,,,عبوة,
Red Quinoa Seeds – 400 gm,"Rice, Pasta & Pulses",,400 gm,1,,,,كيس,gm
اطياب فرانط 200جرام,Poultry,اطياب,200جم,1,,,,عبوة,جم
شيخون ليمون بالعصفر,"Tins, Jars & Packets",شيخون,,1,,,,علبة,
سوبر سوبريم . سيسليان +بيبيسي كانز330 مل,"Personal care, skin & body care",,330مل,1,,,,كانز,مل
تويست مشروب بنكهه التوت 200مل,Soft Drinks & Juices,تويست,200مل,1,,,,عبوة,مل
سبايسي خلطة الحواوشي 90 جم,Cooking Ingredients,سبايسي,90جم,1,,,,عبوة,جم
Yellow Vegetable Ghee - 1.5 Kg,Cooking Ingredients,,1.5kg,1,,,,علبة,kg
Beef Escalope Thin Slices - By Weight,Beef & Processed Meat,,,1,,,,عبوة,
سبرايت كانز 330 مل,Soft Drinks & Juices,سبرايت,330مل,1,,,,كانز,مل
برسيل يدوى 750جم,Cleaning Supplies,برسيل,750جم,1,,,,عبوة,جم
Al Watania Chicken Breasts Bone in - 1 kg,Poultry,Al Watania,1kg,1,,,,عبوة,kg
لحم التونة الخفيف تي سي بوي بالفلفل الحار - 185 جرام,"Tins, Jars & Packets",تي سي بوي,185جم,1,,,,علبة,جم
TAST.PURE ITALIAN SAUSAGE 400g ,Beef & Processed Meat,TAST.PURE,400gm,1,,,,عبوة,gm
مرقه لحمه فاين فودز,Cooking Ingredients,فاين فودز,,1,,,,عبوة,
ماجيكل جيلي22ج,"Chocolates, Sweets & Desserts",ماجيكل,22ج,1,,,,عبوة,ج
Beef Mince 20% F,Beef & Processed Meat,,,1,,,,عبوة,
Nestle Pure Life Lemon Sparkling Water - 360ml x12,Water,Nestle,360ml,12,,,,كرتونة,ml
لذيذ لانشون بيف بالزيتون - 800 جم,Beef & Processed Meat,لذيذ,800جم,1,,,,عبوة,جم
تويكس كبير 75ج,"Chocolates, Sweets & Desserts",تويكس,75جم,1,,,,عبوة,جم
WATNYA CHICKEN DRAMSTICK 1KG,Poultry,WATNYA,1KG,1,,,,عبوة,KG
Food Rose Water - 250 Ml - 3 Pcs,Water,Food,250Ml,3,,,,زجاجة,Ml
بيبسى كانز,Soft Drinks & Juices,بيبسي,,1,,,,كانز,
Up Juice Orange Powder kg,Soft Drinks & Juices,Up Juice,kg,1,,,,عبوة,kg
فانتا برتقال 2.5 لتر,Soft Drinks & Juices,فانتا,2.5لتر,1,,,,زجاجة,لتر
Choice Herbs Vinegar 500ml,"Sauces, Dressings & Condiments",Choice,500ml,1,,,,عبوة,ml
باب الشام ورق لورا 5جم ,Cooking Ingredients,باب الشام,5جم,1,,,,عبوة,جم
مزارع دينا 250 مل,Soft Drinks & Juices,مزارع دينا,250مل,1,,,,زجاجة,مل
سبايسي دجاج فرن,Poultry,,,1,,,,عبوة,
صوص سويت اند ساور,"Sauces, Dressings & Condiments",سويت اند ساور,,1,,,,عبوة,
Bekhero Milk Full Cream 1Litre,Dairy & Eggs,Bekhero,1L,1,,,,عبوة,L
Al Doha Bay Leaves 15 G ,Cooking Ingredients,Al Doha,15G,1,,,,عبوة,G
Italian Grana Padano Cheese 250g Approx. Weight,Dairy & Eggs,,250gm,1,,,,عبوة,gm
كلوريل كلور عادى,Cleaning Supplies,كلوريل,,1,,,,عبوة,
كوكى هوت دوج,Beef & Processed Meat,كوكى,,1,,,,عبوة,
جهينه عصير 325 مل مانجو,Soft Drinks & Juices,جهينه,325مل,1,,,,زجاجة,مل
فروتي عصير 1 لتر  مانجو - فراولة - رمان ,Soft Drinks & Juices,فروتي,1لتر,1,,,,زجاجة,لتر
شيبسي 1.000 5.000 5.00,Chips & Crackers,شيبسي,1000,5,,,,,
مشروم 400جم كنانه,"Tins, Jars & Packets",كنانه,400جم,1,,,,علبة,جم
كبده بقري مجمده,Beef & Processed Meat,,,1,,,,عبوة,
Alsuhagy Popcorn - 500 Gram - Orange,"Rice, Pasta & Pulses",Alsuhagy,500Gram,1,,,,كيس,Gram
نستله كارنا فاليتا فانيليا شوكولاته 850مل,"Chocolates, Sweets & Desserts",نستله كارنا فاليتا,850مل,1,,,,عبوة,مل
تست استربس دجاج حار 400 جم,Poultry,تست,400جم,1,,,,عبوة,جم
Taro 500g Approx. Weight,Vegetables & Fruits,,500g,1,,,,كيس,g
المتحده فيليه 400 جم فريش,Poultry,المتحده,400جم,1,,,,عبوة,جم
علبه بتنجان مخلل,"Tins, Jars & Packets",,,1,,,,علبه,
المطبخ فول 350ج,"Tins, Jars & Packets",المطبخ,350ج,1,,,,علبة,ج
بسكوت ويفر بالشيكولاتة والفانيليا من بالسن، 21 جرام,Biscuits & Cakes,بالسن,21جم,1,,,,باكو,جم
Meatland Plain Beef Luncheon - 800gm,Beef & Processed Meat,Meatland,800gm,1,,,,عبوة,gm
13.80 مولتو ميني 56 ج 3@4.60,Bakery,مولتو,56ج,3,,4.6,13.8,كيس,ج
ريتش كفته سيخ 300 جم,Beef & Processed Meat,ريتش,300جم,1,,,,عبوة,جم
"Chefy Mix Tomato Ketchup, 340 gm","Sauces, Dressings & Condiments",Chefy Mix,340gm,1,,,,عبوة,gm
كريستال زيت عباد الشمس 1.6لتر,Cooking Ingredients,كريستال,1.6لتر,1,,,,عبوة,لتر
Feta Chick Peas Salad 400 g Approx. Weight,Bakery,, 400 g,1,,,,,g
Chili Pepper Grinder - 55g,Cooking Ingredients,,55g,1,,,,عبوة,g
دسني مياه 600م,Water,دسني,600مل,1,,,,زجاجة,مل
أرز أبيض 2 صغير 5 10,"Rice, Pasta & Pulses",,,1,,,,كيس,
Halwani Spicy Chicken Drumsticks - 700gm,Poultry,Halwani,700gm,1,,,,عبوة,gm
Loacker Tortina Caramel 21g,Biscuits & Cakes,Loacker,21جم,3,,,,باكو,جم
كوفي بلانيت كبسولات قهوة فرنسية 10 قطع,"Tea, Coffee & Hot Drinks",كوفي بلانيت,,10,,,,عبوة,
علبة قصب ,Furniture,,,1,,,,علبة,
جرين لاند اسطنبولي تتراباك 500 جم,Dairy & Eggs,جرين لاند,500جم,1,,,,تتراباك,جم
ليندت هلو شوكولاتة بالكوكيز والكريمة - 100 جم,"Chocolates, Sweets & Desserts",ليندت,100جم,1,,,,عبوة,جم
Taste Cordon Bleu 2 pieces,Poultry,Taste,,2,,,,عبوة,
حليب فريش وزن,Dairy & Eggs,,,1,,,,عبوة,
Onion Powder - 60 gm,Cooking Ingredients,,,1,,,,عبوة,
منظف و مطهر ديفاتول لكل الاستخدمات، صنوبر - 700 مل,Cleaning Supplies,ديفاتول,700مل,1,,,,عبوة,مل
بسكويت نواعم سادة - 84 جرام - 12 قطعة,Biscuits & Cakes,نواعم,84جرام,12,,,,عبوة,جرام
ويفر لواكر كريمكاكاو بكريمة الكاكاو - 45 جم,Biscuits & Cakes,لواكر,45جم,1,,,,باكو,جم
جهينه كلاسيك بريميم عصير 1 4.25 4.25,Soft Drinks & Juices,جهينه,,1,,4.25,4.25,زجاجة,
Twinkies Cream Cake - 12 Piece,Biscuits & Cakes,Twinkies,,12,,,,عبوة,
زبادى طبيعى يونانى، 170 جرام,Dairy & Eggs,,170جرام,1,,,,عبوة,جرام
Lino Oat Pasta Penne Rigata 400g,"Rice, Pasta & Pulses",Lino,400g,1,,,,كيس,g
فراولة 750 جم,Vegetables & Fruits,,750جم,1,,,,عبوة,جم
بريزيدون جبنه كوبيات رومى 500جرام,Dairy & Eggs,بريزيدون,500جم,1,,,,عبوة,جم
مياة معدنية من صافي، 330 مل,Water,صافي،,330مل,1,,,,زجاجة,مل
Sunbulah Spring Roll Pastry 160g,Bakery,Sunbulah,160g,1,,,,كيس,g
امريكانا سردين مغر,"Tins, Jars & Packets",امريكانا,,1,,,,علبة,
Nestle Pure Life Water 600 ,Water,Nestle,600م,1,,,,زجاجة,م
سعودى عصير كيوى 330م,Soft Drinks & Juices,سعودى,330مل,1,,,,زجاجة,مل
الرشيدى الاصلى طحينه، 500 جرام,"Sauces, Dressings & Condiments",الرشيدى الاصلى,500جم,1,,,,عبوة,جم
regina Pasta rice 400gm ,"Rice, Pasta & Pulses",regina,400gm,1,,,,كيس,gm
العبد طبق ملبن مبروم ,Bakery,العبد,,1,,,,كيس,
مج قهوه زجاج بلينك ,Furniture,,,1,,,,زجاج,
مينى كرواسون سادة,Bakery,,,1,,,,كيس,
ابو عوف معمول قرفة بالعجوه باكو,Bakery,ابو عوف,,1,,,,كيس,
علبه برايه بلاستيك اةى بلص + استيكه 12,Furniture,,,12,,,,بلاستيك,استيكه
علبه لوكس 20 ص 48 ق,"Personal care, skin & body care",لوكس,,48,,,,علبه,ق
Bahlsen Gleichen Milk Choco125 ,Biscuits & Cakes,Bahlsen,125g,1,,,,باكو,g
كباب حله صافى,Beef & Processed Meat,,,1,,,,عبوة,
جلانس بخاخ 15كيس,Cleaning Supplies,جلانس,,15,,,,عبوة,
Cirio Mais Dolce Sweet Corn 300g,"Tins, Jars & Packets",Cirio ,300g,1,,,,عبوة,g
36.00 %2 18.00 حليب 1لتر مزارع د,Dairy & Eggs,مزارع د,1لتر,1,,,,عبوة,لتر
مورو شوكو 40 ج ,"Chocolates, Sweets & Desserts",مورو,40جم,1,,,,عبوة,جم
فرم كنافه كريمه,Bakery,,,1,,,,كيس,
ليبتون شاى توليفه جديده 75فتله عرض سعر,"Tea, Coffee & Hot Drinks",ليبتون,,1,,,,عبوة,
Edita Hohos Golden Chocolate Cream Rolled Cake 1pc,Biscuits & Cakes,Edita Hohos,,1,,,,باكو,
2pcs small water,Water,,,2,,,,زجاجة,
أكوافينا مياه 1.5 لتر,Water,أكوافينا,1.5لتر,1,,,,زجاجة,لتر
مايا مياه 600مل ,Water,مايا,600مل,1,,,,زجاجة,مل
فانتا أخضر 1.25 لتر,Soft Drinks & Juices,فانتا,1.25لتر,1,,,,زجاجة,لتر
اولكر هالى سندوتش شيكولاته وفراوله 26جم,Biscuits & Cakes,اولكر هالى,26جم,1,,,,باكو,جم
الطاهيه مشروم ,"Tins, Jars & Packets",الطاهيه,,1,,,,علبة,
6.97 7.00 0.998 طماطم وزن,Vegetables & Fruits,,0.998,1,,6.97,7,عبوة,
بامية - لولو مجمدة - عبوة اقتصادية 2 × 400 جم,Vegetables & Fruits,لولو,400جم,1,,,,عبوة,جم
بسكوت فريسكا بلوك بطعم الكابتشينو، 38 جرام، 12 قطعة,Biscuits & Cakes,فريسكا,38حرام,12,,,,عبوة,حرام
لانشون بقري بالزيتون من اللحيمي250جم,Beef & Processed Meat,اللحيمي250جم,250جم,1,,,,عبوة,جم
أحمد تي شاي الإنجليزي 25 كيس,"Tea, Coffee & Hot Drinks",أحمد تي,,25,,,,كيس,
كانز بيبسى,Soft Drinks & Juices,بيبسي,,1,,,,كانز,
ويلثى حليب 850مل,Dairy & Eggs,ويلثى,850مل,1,,,,عبوة,مل
فلفل اخضر,Vegetables & Fruits,,,1,,,,كيس,
وراك دجاج بالعضم KG,Poultry,,KG,1,,,,عبوة,KG
امريكانا فول بالفلفل الحار 400 جم 4 ق خصم 15 %,"Tins, Jars & Packets",امريكانا ,400جم,1,,,,عبوة,جم
علبة ثومية ,Bakery,,,1,,,,علبة,
لبنيتا لبن خالى الدسم، 900 جرام,Dairy & Eggs,لبنيتا,900جرام,1,,,,عبوة,جرام
تى سى بوى تونة قط ٢٤.٩٥ ٣ ٧٤.٨٥,"Tins, Jars & Packets",تى سى بوى,,3,,24.95,74.85,علبة,
Kalamata Giant Olives 250g,"Tins, Jars & Packets",,250gm,1,,,,عبوة,gm
" El Doha Pop Corn, 500 g","Rice, Pasta & Pulses",El Doha,500g,1,,,,كيس,g
علبه فول زيت الزيتون ,Cooking Ingredients,,,1,,,,علبه,
علبه سلطه خضراء,Bakery,,,1,,,,علبه,
كوكاكولا زيرو بلاستيك 0/9,Soft Drinks & Juices,كوكاكولا,,1,,,,زجاجة,
بيف برجر من ميتلاند - 25 قطعة,Beef & Processed Meat,ميتلاند,,25,,,,عبوة,
Lulu Brown Bread Small 1pkt,Bakery,Lulu,,1,,,,عبوة,
Loacker Napolitaner 45g,Biscuits & Cakes,Loacker,45g,1,,,,باكو,g
عيش سوفت 300 جرام,Bakery,,300جرام,1,,,,كيس,جرام
نينجا حلوى جيلي بالفواكه - 180 جم,"Chocolates, Sweets & Desserts",نينجا,180جم,1,,,,كيس,جم
Three Chefs Solid Tuna Subflower Oil &amp; Brine 185g,"Tins, Jars & Packets",Three Chefs,185جم,1,,,,علبة,جم
علبه حسب م2,"Personal care, skin & body care",,,1,,,,علبه,
9.98 Sauce Tasty Big Extra 2,"Sauces, Dressings & Condiments",Extra,,1,,9.98,9.98,عبوة,
علبه الوان خشب ,Furniture,,,1,,,,علبه,خشب
Atyab Fun Shape Chicken Nuggets 400g,Poultry,Atyab,400g,1,,,,عبوة,g
فول حدائق كاليفورنيا بالخلطة اللبنانية 400 جرام,"Tins, Jars & Packets",حدائق كاليفورنيا,400جم,1,,,,عبوة,جم
فن داى فشار ذره شيكولاته 60 جم,Chips & Crackers,فن داى,60جم,1,,,,أكياس,جم
جهينه كلاسيك برتقال 235 مل,Soft Drinks & Juices,جهينة,235مل,1,,,,,مل
ماجى خلطة بشاميل ميكس 75جرام ,Cooking Ingredients,ماجى,75جم,1,,,,عبوة,جم
Givrex - Taro - 400 G ,Vegetables & Fruits,Givrex,400gm,1,,,,كيس,gm
كوفى شيك مزارع دينا,Soft Drinks & Juices,مزارع دينا,,1,,,,زجاجة,
حليب لمار بالفراولة - 200 مل,Dairy & Eggs,لمار,200مل,1,,,,عبوة,مل
هيرو بيبي خضار مشكلة 120 جم,Vegetables & Fruits,هيرو,120جم,1,,,,عبوة,جم
Local Beef Burger 500g Approx. Weight,Beef & Processed Meat,,500gm,1,,,,عبوة,gm
اصيل زيت عباد الشمس 700مل,Cooking Ingredients,اصيل,700مل,1,,,,عبوة,مل
شنطة بلاستيك فينوس وسط,Furniture,فينوس,,1,وسط,,,بلاستيك,وسط
Chocolate Powder 250g,"Chocolates, Sweets & Desserts",,250gm,1,,,,عبوة,gm
Easy Cook Bechamel Mix - 80gm,Cooking Ingredients,Easy Cook,80جم,1,,,,كيس,جم
بوبز فشار ميكرويف,Chips & Crackers,بوبز,,1,,,,كيس,
ليون شيبسي بالملح والخل 42-52 جم,Chips & Crackers,ليون,42-52جم,1,,,,أكياس,جم
Sunflower oil 100 pure refined 1 liter ,Cooking Ingredients,,1L,1,,,,عبوة,L
ميتكو برجر بقرى 800جم,Beef & Processed Meat,ميتكو,800جم,1,,,,عبوة,جم
مشروب غازى سبرايت ليمون 300مل,Soft Drinks & Juices,سبرايت,300مل,1,,,,زجاجة,مل
Gandour Wafer Chocolate Rich Creamy - 48 gram x6,Biscuits & Cakes,Gandour,48gm,6,,,,باكو,gm
مسحوق اتوماتيك اريال - 6 ك,Cleaning Supplies,اريال,6ك,1,,,,,ك
Fresh Farm Beef Basturma with Garlic 250g Approx. Weight,Beef & Processed Meat,Fresh Farm,250gm,1,,,,عبوة,gm
ربيع شاى 200ج,"Tea, Coffee & Hot Drinks",ربيع,200جم,1,,,,عبوة,جم
Tomato Ketchup – 340g,"Sauces, Dressings & Condiments",,340gm,1,,,,عبوة,gm
Mister Potato Crisps Hot & Spicy 45g,Chips & Crackers,Mister Potato Crisps,45g,1,,,,كيس,g
جهينه حليب ميكس موز 200مل,Dairy & Eggs,جهينه,200مل,1,,,,عبوة,مل
المطبخ لسان عصفور 400 جم,"Rice, Pasta & Pulses",المطبخ,400جم,1,,,,كيس,جم
دومتي بلس جبنة اسطنبولي 500 جم,Dairy & Eggs,دومتي,500جم,1,,,,عبوة,جم
الهلال غيار 180جم,Cleaning Supplies,الهلال,180جم,1,,,,عبوة,جم
ديلي صن ثن آند كريسبي بيتزا بيس - 320 جرام - 4 قواعد بيتزا,Bakery,ديلي صن,320جرام,4,,,,كيس,جرام
الادهم قرنفل 10جم,Cooking Ingredients,الادهم,10جم,1,,,,عبوة,جم
أوراق الزعتر 1 قطعة,Vegetables & Fruits,,,1,,,,عبوة,
Egyptian Caroobs Crushed 500g,"Rice, Pasta & Pulses",,500g,1,,,,كيس,g
9.23 السبع البهارات,Cooking Ingredients,,,1,,9.23,9.23,عبوة,
نستله مياه 1ل*12,Water,نستله,,12,,,,زجاجة,
ميلكا شوكو ويفر بندق,Biscuits & Cakes,ميلكا,,1,,,,باكو,
هوهوز &#8211; كيك ذهبي الفراولة والكريمة,Biscuits & Cakes,هوهوز,21جم,1,,,,باكو,جم
Red Bull assorted energy drink,Soft Drinks & Juices,Red Bull,355ml,1,,,,عبوة,ml
Gold Espresso Jar - 100g,"Tea, Coffee & Hot Drinks",,100جم,1,,,,عبوة,جم
85.95 لودفيك مسحوق ١ك,Cleaning Supplies,لودفيك,1ك,1,,85.95,85.95,عبوة,ك
علبه وسط,"Rice, Pasta & Pulses",,,1,وسط,,,علبه,وسط
LC.OVEN GLOVE DONUTS-DO,Bakery,LC,,1,,,,عبوة,
سيكيم ينسون أعشاب بريميوم25ف,"Tea, Coffee & Hot Drinks",سيكيم,,25,,,,عبوة,
مياه 600مل لتر حيام,Water,حيام,600مل,1,,,,زجاجة,مل
توينكيز كيك بالكريمه والتوت,Biscuits & Cakes,توينكيز,,1,,,,,
ديتول منظف 4 في 1 متعدد الاستخدامات، برائحة اكوا - 1.8 لتر,Cleaning Supplies,ديتول,1.8لتر,1,,,,عبوة,لتر
هاينز خل طبيعى 500جم,"Sauces, Dressings & Condiments",هاينز,500جم,1,,,,عبوة,جم
مياه مضادة للاكسدة من داساني،  600 مل، 12 قطعة,Water,داساني،,600مل,12,,,,عبوة,مل
برتقال فريش 350 مل,Soft Drinks & Juices,,350مل,1,,,,زجاجة,مل
Azima Cloves 10g,Cooking Ingredients,Azima,10g,1,,,,عبوة,g
Rani granules cans types,Soft Drinks & Juices,Rani,,1,,,,عبوة,
Ritter Sport Chocolate With Cranberry Nuss 100gm,"Chocolates, Sweets & Desserts",Ritter Sport,100gm,1,,,,عبوة,gm
69.30 1 (Fillet) Ditoh Chicken ,Poultry,,,1,,69.3,69.3,عبوة,
ابو عوف معمول شيكولاتة بيضاء باكو,Bakery,ابو عوف,,1,,,,كيس,
Premium Extra Virgin Olive Oil - 500ml,Cooking Ingredients,,500ml,1,,,,عبوة,ml
نستله براديس ايس كريم ,"Chocolates, Sweets & Desserts",نستله براديس,,1,,,,عبوة,
الطاهيه فول حار 400جم,"Tins, Jars & Packets",الطاهيه,400جم,1,,,,علبة,جم
جبنه جوده بيستو هولندى ,Dairy & Eggs,,,1,,,,عبوة,
نوش بطاطس التونسيه 90 - 100 جم,Chips & Crackers,نوش,90-100جم,1,,,,أكياس,جم
كاتشب من ماك، 285 جرام,"Sauces, Dressings & Condiments",ماك,285جرام,1,,,,عبوة,جرام
برافا كوفي اوريجن,"Tea, Coffee & Hot Drinks",برافا,,1,,,,علبة,
رويال زنجبيل بالق 14.75 1 4.75,"Tea, Coffee & Hot Drinks",رويال,,1,,4.75,14.75,عبوة,
اليساعه ارز مصري  5,"Rice, Pasta & Pulses",اليساعه,5ك,1,,,,كيس,ك
Nestle Nan 3 Probiotics Growing Up Milk 400g,Dairy & Eggs,Nestle,400gm,1,,,,عبوة,gm
علبة رقائق ليمون	,Chips & crackers,,,1,,,,علبة,
موز الاكوادور ١ كجم تقريبا,Vegetables & Fruits,,1كجم,1,,,,عبوة,كجم
مشروب باربيكان عادى,Soft Drinks & Juices,باربيكان,,1,,,,زجاجة,
هاببو جيلى حامض 70ج,"Chocolates, Sweets & Desserts",هاببو,70جم,1,,,,عبوة,جم
كوكا لافرز 4 جم ب 4 ج كرسب,Biscuits & Cakes,كوكا لافرز,4جم,1,,4,4,باكو,جم
علبه سوفت ميلت كاكاو عرض,"Personal care, skin & body care",سوفت ميلت,,1,,,,علبه,
صوص هنى يمى,"Sauces, Dressings & Condiments",يمى,,1,,,,عبوة,
Pretzo Tomato Mini Sticks - 180 gram,Chips & Crackers,Pretzo,180gram,1,,,,كيس,gram
ROILL HERPES APPLE+CIAMON 20 PCESE ,"Tea, Coffee & Hot Drinks",,,20,,,,علبة,
كوكى بيف برجر جامبو، 15 قطعة,Beef & Processed Meat,كوكى,,15,,,,عبوة,
جبنة فيتا عبور لاند - 250جم,Dairy & Eggs,عبور لاند,250جم,1,,,,عبوة,جم
ريد بول مشروب طاقه متنواع,Soft Drinks & Juices,ريد بول,,1,,,,زجاجة,
BASMA EGYPTIAN COLCASIA 400G ,Vegetables & Fruits,BASMA,400gm,1,,,,كيس,gm
